"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
0.31817,"Bsk","very low","(2.07,3.22]","(312,402]","[0,0.25]","(0.23,0.9]"
0.30823,"Bsk","very low","(1.71,2.07]","(312,402]","[0,0.25]","(0.23,0.9]"
0.2501,"Bsk","very low","(1.71,2.07]","(312,402]","(14.6,61]","(0.9,2.02]"
0.39876,"Dwb","very low","(1.36,1.71]","(402,492]","[0,0.25]","(2.02,5.25]"
0.40213,"Dwb","very low","(1.36,1.71]","(402,492]","(0.25,3.42]","(0.9,2.02]"
0.45984,"Dwc","very low","(1.36,1.71]","(492,582]","[0,0.25]","(0.23,0.9]"
0.49357,"Dwc","medium","(1.01,1.36]","(582,672]","[0,0.25]","[0,0.23]"
0.46317,"Dwc","medium","(1.01,1.36]","(582,672]","[0,0.25]","(2.02,5.25]"
0.44389,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(2.02,5.25]"
0.43342,"Dwb","very low","(1.01,1.36]","(582,672]","(3.42,14.6]","(0.23,0.9]"
0.43572,"Dwb","very low","(1.01,1.36]","(582,672]","(177,588]","(14.8,40.6]"
0.35414,"Bsk","very low","(2.07,3.22]","(312,402]","(3.42,14.6]","(0.23,0.9]"
0.34128,"Bsk","very low","(2.07,3.22]","(312,402]","(14.6,61]","(0.9,2.02]"
0.29643,"Bsk","very low","(1.71,2.07]","(312,402]","(0.25,3.42]","(0.9,2.02]"
0.3057,"Bsk","very low","(1.71,2.07]","(312,402]","(3.42,14.6]","(2.02,5.25]"
0.29021,"Bsk","very low","(1.71,2.07]","(312,402]","[0,0.25]","(2.02,5.25]"
0.32316,"Dwb","very low","(1.36,1.71]","(402,492]","[0,0.25]","(2.02,5.25]"
0.39248,"Dwb","medium","(1.36,1.71]","(402,492]","(14.6,61]","(0.9,2.02]"
0.38455,"Dwc","medium","(1.01,1.36]","(492,582]","(14.6,61]","(0.23,0.9]"
0.46111,"Dwc","medium","(1.01,1.36]","(492,582]","[0,0.25]","(0.9,2.02]"
0.46901,"Dwc","medium","(1.01,1.36]","(582,672]","[0,0.25]","(0.23,0.9]"
0.44793,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.43451,"Dwc","very low","(1.01,1.36]","(582,672]","(0.25,3.42]","(2.02,5.25]"
0.42885,"Dwb","very low","(1.01,1.36]","(582,672]","(177,588]","(14.8,40.6]"
0.45671,"Dwb","very low","(1.01,1.36]","(582,672]","(588,1.66e+04]","(40.6,971]"
0.35858,"Bsk","very low","(2.07,3.22]","(312,402]","(61,177]","(2.02,5.25]"
0.16785,"Bsk","very low","(1.71,2.07]","(312,402]","(0.25,3.42]","(0.9,2.02]"
0.30481,"Dwb","very low","(1.71,2.07]","(312,402]","(3.42,14.6]","(0.9,2.02]"
0.32605,"Dwb","very low","(1.71,2.07]","(312,402]","(14.6,61]","(0.9,2.02]"
0.38975,"Dwb","very low","(1.36,1.71]","(402,492]","(14.6,61]","(2.02,5.25]"
0.45566,"Dwc","medium","(1.36,1.71]","(402,492]","(14.6,61]","(2.02,5.25]"
0.44631,"Dwb","medium","(1.01,1.36]","(402,492]","(177,588]","(5.25,14.8]"
0.49685,"Dwc","medium","(1.01,1.36]","(492,582]","[0,0.25]","(0.23,0.9]"
0.47854,"Dwc","medium","(1.01,1.36]","(582,672]","[0,0.25]","(2.02,5.25]"
0.4566,"Dwc","very low","(1.01,1.36]","(582,672]","(0.25,3.42]","(5.25,14.8]"
0.43346,"Dwc","very low","(1.01,1.36]","(582,672]","(14.6,61]","(5.25,14.8]"
0.43063,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.44324,"Dwb","very low","(1.01,1.36]","(582,672]","(177,588]","(14.8,40.6]"
0.4831,"Dwb","very low","(1.01,1.36]","(582,672]","(588,1.66e+04]","(40.6,971]"
0.39214,"Dwb","very low","(1.71,2.07]","(312,402]","[0,0.25]","(0.9,2.02]"
0.33196,"Dwb","very low","(1.71,2.07]","(312,402]","[0,0.25]","(2.02,5.25]"
0.19056,"Dwb","very low","(1.71,2.07]","(312,402]","(0.25,3.42]","(0.23,0.9]"
0.29703,"Dwb","very low","(1.71,2.07]","(312,402]","(14.6,61]","(0.9,2.02]"
0.33571,"Dwb","medium","(1.36,1.71]","(402,492]","(14.6,61]","(0.9,2.02]"
0.41797,"Dwb","medium","(1.36,1.71]","(402,492]","(3.42,14.6]","(5.25,14.8]"
0.41804,"Dwb","medium","(1.01,1.36]","(402,492]","(177,588]","(14.8,40.6]"
0.48546,"Dwc","medium","(1.01,1.36]","(492,582]","(3.42,14.6]","(14.8,40.6]"
0.48664,"Dwc","very low","(1.01,1.36]","(492,582]","(61,177]","(5.25,14.8]"
0.47305,"Dwc","very low","(1.01,1.36]","(582,672]","(3.42,14.6]","(5.25,14.8]"
0.44787,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.42319,"Dwc","very low","(1.01,1.36]","(582,672]","(14.6,61]","(2.02,5.25]"
0.4258,"Dwb","very low","(1.01,1.36]","(582,672]","(3.42,14.6]","(5.25,14.8]"
0.49226,"Dwb","very low","(1.01,1.36]","(582,672]","(177,588]","(14.8,40.6]"
0.47851,"Dwb","very low","(1.01,1.36]","(582,672]","(177,588]","(40.6,971]"
0.41041,"Dwc","very low","(1.71,2.07]","(312,402]","[0,0.25]","[0,0.23]"
0.38282,"Dwc","very low","(1.71,2.07]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.36842,"Dwb","low","(1.71,2.07]","(312,402]","(588,1.66e+04]","(40.6,971]"
0.32375,"Dwb","very low","(1.71,2.07]","(312,402]","(14.6,61]","(2.02,5.25]"
0.41165,"Dwb","medium","(1.36,1.71]","(312,402]","[0,0.25]","(0.9,2.02]"
0.41724,"Dwb","medium","(1.36,1.71]","(402,492]","(177,588]","(14.8,40.6]"
0.43994,"Dwb","low","(1.01,1.36]","(402,492]","(588,1.66e+04]","(40.6,971]"
0.49777,"Dwc","medium","(1.01,1.36]","(492,582]","(588,1.66e+04]","(40.6,971]"
0.49655,"Dwc","very low","(1.01,1.36]","(492,582]","(61,177]","(14.8,40.6]"
0.47675,"Dwc","very low","(1.01,1.36]","(582,672]","(0.25,3.42]","(2.02,5.25]"
0.45498,"Dwc","very low","(1.01,1.36]","(582,672]","[0,0.25]","(0.23,0.9]"
0.43481,"Dwc","very low","(1.01,1.36]","(582,672]","(0.25,3.42]","(0.9,2.02]"
0.42435,"Dwc","very low","(1.01,1.36]","(582,672]","(0.25,3.42]","(5.25,14.8]"
0.43891,"Dwb","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.4606,"Dwb","very low","(1.01,1.36]","(582,672]","(177,588]","(14.8,40.6]"
0.46048,"Dwc","medium","(1.36,1.71]","(402,492]","[0,0.25]","(0.9,2.02]"
0.50824,"Dwb","medium","(1.01,1.36]","(402,492]","(14.6,61]","(0.23,0.9]"
0.49025,"Dwc","medium","(1.01,1.36]","(402,492]","(14.6,61]","(2.02,5.25]"
0.51042,"Dwc","medium","(1.01,1.36]","(492,582]","(3.42,14.6]","(0.9,2.02]"
0.48467,"Dwc","very low","(1.01,1.36]","(492,582]","(177,588]","(5.25,14.8]"
0.46625,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.44028,"Dwc","very low","(1.01,1.36]","(582,672]","[0,0.25]","(2.02,5.25]"
0.4396,"Dwc","very low","(1.01,1.36]","(582,672]","[0,0.25]","(2.02,5.25]"
0.4238,"Dwc","very low","(1.01,1.36]","(582,672]","(14.6,61]","(0.9,2.02]"
0.43943,"Dwb","very low","(1.01,1.36]","(582,672]","(61,177]","(2.02,5.25]"
0.46091,"Dwb","very low","(0.661,1.01]","(582,672]","(177,588]","(5.25,14.8]"
0.45595,"Dwb","very low","(0.661,1.01]","(582,672]","(61,177]","(14.8,40.6]"
0.49969,"Dwc","medium","(1.01,1.36]","(402,492]","(3.42,14.6]","(0.23,0.9]"
0.52698,"Dwc","medium","(1.01,1.36]","(402,492]","(177,588]","(5.25,14.8]"
0.4974,"Dwc","medium","(1.01,1.36]","(492,582]","(0.25,3.42]","(0.9,2.02]"
0.47004,"Dwc","very low","(1.01,1.36]","(492,582]","(14.6,61]","(2.02,5.25]"
0.44647,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.43805,"Dwc","very low","(1.01,1.36]","(582,672]","[0,0.25]","(2.02,5.25]"
0.43178,"Dwc","very low","(1.01,1.36]","(582,672]","[0,0.25]","[0,0.23]"
0.4284,"Dwc","very low","(1.01,1.36]","(582,672]","[0,0.25]","(2.02,5.25]"
0.43542,"Dwb","very low","(0.661,1.01]","(582,672]","(3.42,14.6]","(2.02,5.25]"
0.47748,"Dwb","very low","(0.661,1.01]","(582,672]","(588,1.66e+04]","(14.8,40.6]"
0.48423,"Dwb","very low","(0.661,1.01]","(582,672]","(177,588]","(14.8,40.6]"
0.5092,"Dwc","very low","(1.36,1.71]","(402,492]","(3.42,14.6]","(0.23,0.9]"
0.50418,"Dwc","very low","(1.01,1.36]","(402,492]","(61,177]","(14.8,40.6]"
0.49103,"Dwc","very low","(1.01,1.36]","(492,582]","(14.6,61]","(2.02,5.25]"
0.47097,"Dwc","very low","(1.01,1.36]","(492,582]","(0.25,3.42]","(5.25,14.8]"
0.44706,"Dwc","very low","(0.661,1.01]","(582,672]","(61,177]","(5.25,14.8]"
0.44147,"Dwc","very low","(0.661,1.01]","(582,672]","[0,0.25]","(2.02,5.25]"
0.43446,"Dwc","very low","(0.661,1.01]","(582,672]","(14.6,61]","(2.02,5.25]"
0.43241,"Dwc","very low","(0.661,1.01]","(582,672]","(3.42,14.6]","(2.02,5.25]"
0.43049,"Dwc","very low","(0.661,1.01]","(582,672]","(3.42,14.6]","(0.9,2.02]"
0.4627,"Dwb","very low","(0.311,0.661]","(582,672]","(14.6,61]","(14.8,40.6]"
0.45772,"Dwb","very low","(0.311,0.661]","(582,672]","(14.6,61]","(5.25,14.8]"
0.48132,"Dwc","very low","(1.36,1.71]","(402,492]","(3.42,14.6]","(2.02,5.25]"
0.45927,"Dwc","very low","(1.01,1.36]","(492,582]","(3.42,14.6]","(2.02,5.25]"
0.454,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","(2.02,5.25]"
0.45676,"Dwc","very low","(1.01,1.36]","(492,582]","(177,588]","(5.25,14.8]"
0.45289,"Dwc","very low","(0.661,1.01]","(582,672]","(14.6,61]","(5.25,14.8]"
0.43669,"Dwc","very low","(0.661,1.01]","(582,672]","(61,177]","(2.02,5.25]"
0.43505,"Dwc","very low","(0.661,1.01]","(582,672]","(177,588]","(2.02,5.25]"
0.42298,"Dwc","very low","(0.661,1.01]","(582,672]","(177,588]","(5.25,14.8]"
0.41646,"Dwc","very low","(0.311,0.661]","(582,672]","(588,1.66e+04]","(40.6,971]"
0.44451,"Dwc","very low","(0.311,0.661]","(582,672]","(0.25,3.42]","(0.9,2.02]"
0.44777,"Dwb","very low","(0.311,0.661]","(582,672]","(0.25,3.42]","(0.23,0.9]"
0.44764,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","(0.9,2.02]"
0.43281,"Dwc","very low","(1.01,1.36]","(492,582]","(177,588]","(2.02,5.25]"
0.44946,"Dwc","very low","(1.01,1.36]","(492,582]","(0.25,3.42]","(14.8,40.6]"
0.46224,"Dwc","very low","(0.661,1.01]","(582,672]","(0.25,3.42]","(5.25,14.8]"
0.4451,"Dwc","very low","(0.661,1.01]","(582,672]","[0,0.25]","(2.02,5.25]"
0.43342,"Dwc","very low","(0.661,1.01]","(582,672]","(0.25,3.42]","(2.02,5.25]"
0.42193,"Dwc","very low","(0.311,0.661]","(582,672]","(0.25,3.42]","(5.25,14.8]"
0.41821,"Dwc","very low","(0.311,0.661]","(582,672]","(61,177]","(5.25,14.8]"
0.43034,"Dwc","very low","[-0.393,0.311]","(582,672]","[0,0.25]","[0,0.23]"
0.44197,"Dwc","very low","[-0.393,0.311]","(582,672]","(3.42,14.6]","(0.23,0.9]"
0.45013,"Dwc","very low","(1.36,1.71]","(492,582]","(0.25,3.42]","(2.02,5.25]"
0.44317,"Dwc","very low","(1.01,1.36]","(492,582]","(0.25,3.42]","(0.9,2.02]"
0.44678,"Dwc","very low","(1.01,1.36]","(492,582]","(61,177]","(5.25,14.8]"
0.45259,"Dwc","very low","(0.661,1.01]","(582,672]","(0.25,3.42]","(0.9,2.02]"
0.44481,"Dwc","very low","(0.661,1.01]","(582,672]","[0,0.25]","(0.9,2.02]"
0.43046,"Dwc","very low","(0.311,0.661]","(582,672]","[0,0.25]","(2.02,5.25]"
0.42798,"Dwc","very low","(0.311,0.661]","(582,672]","[0,0.25]","(2.02,5.25]"
0.42708,"Dwc","very low","(0.311,0.661]","(582,672]","(61,177]","(5.25,14.8]"
0.4282,"Dwc","very low","[-0.393,0.311]","(582,672]","[0,0.25]","[0,0.23]"
0.43216,"Dwc","very low","[-0.393,0.311]","(582,672]","[0,0.25]","[0,0.23]"
0.43651,"Dwc","very low","[-0.393,0.311]","(582,672]","(3.42,14.6]","(0.23,0.9]"
0.4346,"Dwc","very low","(1.36,1.71]","(492,582]","[0,0.25]","(0.23,0.9]"
0.43554,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","(0.9,2.02]"
0.44542,"Dwc","very low","(1.01,1.36]","(492,582]","(61,177]","(0.9,2.02]"
0.45031,"Dwc","very low","(0.661,1.01]","(582,672]","(0.25,3.42]","(5.25,14.8]"
0.44661,"Dwc","very low","(0.661,1.01]","(582,672]","[0,0.25]","[0,0.23]"
0.45476,"Dwc","very low","[-0.393,0.311]","(582,672]","[0,0.25]","[0,0.23]"
0.43878,"Dwc","very low","[-0.393,0.311]","(492,582]","[0,0.25]","[0,0.23]"
0.42651,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","(2.02,5.25]"
0.44482,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","[0,0.23]"
0.44614,"Dwc","very low","(1.01,1.36]","(582,672]","(61,177]","(5.25,14.8]"
0.43193,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","[0,0.23]"
0.44109,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","(0.9,2.02]"
0.41677,"Dwc","very low","(1.01,1.36]","(492,582]","[0,0.25]","(0.23,0.9]"
0.41666,"Dwc","very low","(0.661,1.01]","(492,582]","[0,0.25]","[0,0.23]"
0.42063,"Dwc","very low","(0.311,0.661]","(492,582]","[0,0.25]","(0.23,0.9]"
