"block_id","col","row","x_km","y_km","gamma_a","gamma_b","Ii_a","p_a","class_a","Ii_b","p_b","class_b","cluster","strategy"
750,30,19,295,185,0.538842902659846,0.54678023898851,0.717186238133132,0.047,"HH",0.0703042587673977,0.334,"Not significant","Others","No cold spot"
751,31,19,305,185,0.385079523801548,0.56266874844844,0.104274233967797,0.296,"Not significant",0.0579530327484491,0.609,"Not significant","Others","No cold spot"
752,32,19,315,185,0.400124839579417,0.546240410323368,0.0104304861065023,0.932,"Not significant",0.00742811269690506,0.916,"Not significant","Others","No cold spot"
753,33,19,325,185,0.319290468962808,0.471078306413401,0.00465664155892253,0.701,"Not significant",0.0146462458390404,0.915,"Not significant","Others","No cold spot"
754,34,19,335,185,0.274962071252473,0.525781380126993,0.0544695792521006,0.533,"Not significant",-0.00841105677567728,0.687,"Not significant","Others","No cold spot"
755,35,19,345,185,0.234789635701137,0.520885861105558,0.0241993927086472,0.861,"Not significant",-0.00256777710790903,0.752,"Not significant","Others","No cold spot"
756,36,19,355,185,0.395981752426627,0.539564984923555,0.0696278600301867,0.561,"Not significant",-0.0252923871415798,0.652,"Not significant","Others","No cold spot"
757,37,19,365,185,0.479719540845253,0.461519692095793,0.481988971244869,0.054,"Not significant",0.0673805717295615,0.646,"Not significant","Others","No cold spot"
758,38,19,375,185,0.566697332544542,0.464426537516273,1.156092322147,0.006,"HH",0.114968098342168,0.4,"Not significant","Others","No cold spot"
759,39,19,385,185,0.616711043643849,0.464220349292996,1.72357684419009,0.002,"HH",0.155546463614271,0.255,"Not significant","Others","No cold spot"
760,40,19,395,185,0.668825987395439,0.428708452612941,2.13733391354209,0.002,"HH",0.256808301483322,0.375,"Not significant","Others","No cold spot"
761,1,20,5,195,0.752956808111675,0.672047836820994,3.61801840142898,0.001,"HH",1.16834456907716,0.021,"HH","Hotspot","No cold spot"
762,2,20,15,195,0.747923528677809,0.593738406813505,3.2799812169778,0.001,"HH",0.622313870110955,0.003,"HH","Hotspot","No cold spot"
763,3,20,25,195,0.648115235950906,0.642755454128275,2.05789969509306,0.001,"HH",0.87414270839544,0.008,"HH","Hotspot","No cold spot"
764,4,20,35,195,0.544994686128629,0.659904217994615,0.957780306502763,0.014,"HH",0.810770681355365,0.029,"HH","Hotspot","No cold spot"
765,5,20,45,195,0.412638773884956,0.555787904914897,0.165562453887531,0.236,"Not significant",0.162044258609952,0.093,"Not significant","Others","No cold spot"
766,6,20,55,195,0.264639537561046,0.536410734095475,0.0364335932270437,0.698,"Not significant",0.0344855220597648,0.448,"Not significant","Others","No cold spot"
767,7,20,65,195,0.200661062071929,0.538438622697815,0.377481510771707,0.069,"Not significant",-0.0585476893222814,0.261,"Not significant","Others","No cold spot"
768,8,20,75,195,0.0879687825398263,0.375875898517154,1.07131493217164,0.004,"LL",1.11330125390394,0.001,"LL","Cold spot","Increase both"
769,9,20,85,195,0.0662669258484177,0.213924474279087,1.36559917171169,0.004,"LL",3.5107253888997,0.001,"LL","Cold spot","Increase both"
770,10,20,95,195,0.0581151337576978,0.267883238015658,1.33528188418683,0.007,"LL",3.08594713037105,0.001,"LL","Cold spot","Increase both"
771,11,20,105,195,0.140579365293647,0.421307726236119,0.75413811209857,0.016,"LL",0.933448375498932,0.001,"LL","Cold spot","Increase both"
772,12,20,115,195,0.185481052551504,0.404777036296956,0.266352890912841,0.248,"Not significant",0.593736662741941,0.033,"LL","Others","Increase quality"
773,13,20,125,195,0.409822478681883,0.459774282124413,0.0318873255536265,0.809,"Not significant",0.102634817034141,0.481,"Not significant","Others","No cold spot"
774,14,20,135,195,0.513349461712411,0.507255572752957,0.694498642712517,0.025,"HH",-0.00693258196507292,0.793,"Not significant","Others","No cold spot"
775,15,20,145,195,0.621702690786157,0.554598018585761,1.97197529557373,0.001,"HH",0.051497677123439,0.587,"Not significant","Others","No cold spot"
776,16,20,155,195,0.742392897441714,0.546761448581722,3.73851083530589,0.001,"HH",0.0496413461079334,0.501,"Not significant","Others","No cold spot"
777,17,20,165,195,0.818454221468938,0.518414233813427,5.16882380230591,0.001,"HH",0.0019567362392623,0.541,"Not significant","Others","No cold spot"
778,18,20,175,195,0.849888331801879,0.606378751411683,6.05494222807159,0.001,"HH",0.0261868228667787,0.901,"Not significant","Others","No cold spot"
779,19,20,185,195,0.899185527338578,0.516669436240066,7.17188318967977,0.001,"HH",0.000843783002423555,0.562,"Not significant","Others","No cold spot"
780,20,20,195,195,0.902083774830832,0.432416026822993,7.54146422647348,0.001,"HH",0.219176157503902,0.301,"Not significant","Others","No cold spot"
781,21,20,205,195,0.911896223194858,0.498488010577691,7.53198845874429,0.001,"HH",0.0490985080085002,0.328,"Not significant","Others","No cold spot"
782,22,20,215,195,0.870698282674166,0.481769985236757,6.60376542926383,0.001,"HH",0.0202463974366193,0.821,"Not significant","Others","No cold spot"
783,23,20,225,195,0.822714735041438,0.553896401282272,5.56222244833862,0.001,"HH",0.0160396271777668,0.877,"Not significant","Others","No cold spot"
784,24,20,235,195,0.765201704627481,0.597340490166741,4.57695813176217,0.001,"HH",0.084137329067619,0.685,"Not significant","Others","No cold spot"
785,25,20,245,195,0.752285032676015,0.602803379976557,3.99942323712216,0.001,"HH",0.17858660059951,0.402,"Not significant","Others","No cold spot"
786,26,20,255,195,0.664196735740012,0.595575073368119,2.91225223101996,0.001,"HH",0.239714085727791,0.231,"Not significant","Others","No cold spot"
787,27,20,265,195,0.685682310574222,0.578837346764674,2.70745097147606,0.001,"HH",0.302963396343867,0.049,"HH","Hotspot","No cold spot"
788,28,20,275,195,0.651631447708636,0.616926593852645,2.04744373274839,0.001,"HH",0.49032769144613,0.056,"Not significant","Others","No cold spot"
789,29,20,285,195,0.582425032073635,0.629200286836308,1.2372817547206,0.005,"HH",0.491823562809507,0.098,"Not significant","Others","No cold spot"
790,30,20,295,195,0.438688438021411,0.562907842181785,0.340017799866818,0.072,"Not significant",0.14495713515675,0.203,"Not significant","Others","No cold spot"
791,31,20,305,195,0.31744933971336,0.560342800068556,-0.0148158528896622,0.315,"Not significant",0.0768787700259402,0.466,"Not significant","Others","No cold spot"
792,32,20,315,195,0.320858026270321,0.520115617063573,-0.00188337413549198,0.839,"Not significant",0.00334150814443987,0.644,"Not significant","Others","No cold spot"
793,33,20,325,195,0.252249316601325,0.543126484666773,0.0300454053994653,0.811,"Not significant",1.566775395076e-05,1,"Not significant","Others","No cold spot"
794,34,20,335,195,0.206134334188212,0.457553441956219,0.0671195900199462,0.74,"Not significant",-0.0273302407053851,0.873,"Not significant","Others","No cold spot"
795,35,20,345,195,0.295812353312713,0.484754875510739,0.00220750100039922,0.967,"Not significant",-0.0205210468189988,0.812,"Not significant","Others","No cold spot"
796,36,20,355,195,0.3926756880371,0.525795653842232,0.0892628549751499,0.43,"Not significant",0.00246333388455427,0.915,"Not significant","Others","No cold spot"
797,37,20,365,195,0.468815630448225,0.499214439426286,0.394753878652484,0.103,"Not significant",0.00611175558303823,0.9,"Not significant","Others","No cold spot"
798,38,20,375,195,0.501791883594832,0.469925442921661,0.646360442378239,0.031,"HH",0.051327369223774,0.661,"Not significant","Others","No cold spot"
799,39,20,385,195,0.518781305564301,0.511637547555867,0.836381945169287,0.008,"HH",0.0117763765678455,0.417,"Not significant","Others","No cold spot"
800,40,20,395,195,0.520873803774377,0.477450395845712,0.894169875969825,0.024,"HH",0.0698095956296564,0.592,"Not significant","Others","No cold spot"
801,1,21,5,205,0.737518837618065,0.628704845803014,3.64026834299253,0.001,"HH",0.582069401164428,0.091,"Not significant","Others","No cold spot"
802,2,21,15,205,0.675394634484185,0.662122456457054,2.94256473649008,0.001,"HH",0.709593048365541,0.06,"Not significant","Others","No cold spot"
803,3,21,25,205,0.646536440340407,0.633541132961881,2.23984064015748,0.001,"HH",0.544425713970341,0.054,"Not significant","Others","No cold spot"
804,4,21,35,205,0.558301985854847,0.605502102087648,1.2051777016418,0.001,"HH",0.347235355909229,0.115,"Not significant","Others","No cold spot"
805,5,21,45,205,0.468721219080994,0.569054942964373,0.413614131605971,0.091,"Not significant",0.148928345529177,0.278,"Not significant","Others","No cold spot"
806,6,21,55,205,0.405126490830325,0.552326692792502,0.0405333191801256,0.743,"Not significant",0.0641831926830355,0.464,"Not significant","Others","No cold spot"
807,7,21,65,205,0.250202888017294,0.563410764275347,0.112133905684262,0.411,"Not significant",-0.00021466888379389,1,"Not significant","Others","No cold spot"
808,8,21,75,205,0.200819335297021,0.500972431636771,0.411632370334568,0.039,"LL",0.0583688782402262,0.172,"Not significant","Others","Increase quantity"
809,9,21,85,205,0.0975805509232459,0.327915484985066,0.916529140822469,0.014,"LL",1.13407817632224,0.022,"LL","Cold spot","Increase both"
810,10,21,95,205,0.135978063840742,0.36398049958974,0.739580430074898,0.02,"LL",1.06346661995677,0.004,"LL","Cold spot","Increase both"
811,11,21,105,205,0.198653042821228,0.421436647267083,0.3338460099213,0.128,"Not significant",0.476228538436411,0.053,"Not significant","Others","No cold spot"
812,12,21,115,205,0.30761432869449,0.483813535627329,0.00705714334446799,0.842,"Not significant",0.0685105658411536,0.427,"Not significant","Others","No cold spot"
813,13,21,125,205,0.430676929856054,0.597764283965392,0.217160030782764,0.227,"Not significant",-0.0297415386507937,0.894,"Not significant","Others","No cold spot"
814,14,21,135,205,0.479346831590273,0.554348573416463,0.755498187517102,0.009,"HH",0.0740695589679891,0.444,"Not significant","Others","No cold spot"
815,15,21,145,205,0.651383821791533,0.543616652162034,2.30709722734154,0.001,"HH",0.0563803891141831,0.406,"Not significant","Others","No cold spot"
816,16,21,155,205,0.779219007035272,0.514280067668583,4.05269689148632,0.001,"HH",-0.00428931534314372,0.564,"Not significant","Others","No cold spot"
817,17,21,165,205,0.790220241736965,0.568857951202496,4.96342654446335,0.001,"HH",-0.0177927129382157,0.891,"Not significant","Others","No cold spot"
818,18,21,175,205,0.856654826868304,0.428587032488625,6.29199406848684,0.001,"HH",0.18275819389643,0.429,"Not significant","Others","No cold spot"
819,19,21,185,205,0.912565060359389,0.413688213599168,7.60956462958421,0.001,"HH",0.540414328667248,0.051,"Not significant","Others","No cold spot"
820,20,21,195,205,0.990923912748515,0.315709354302355,8.87759905339101,0.001,"HH",1.36024152320889,0.011,"LL","Others","Increase quality"
821,21,21,205,205,0.933176603288178,0.376852892915621,8.06174054737718,0.001,"HH",0.941625307277719,0.009,"LL","Others","Increase quality"
822,22,21,215,205,0.881487542611993,0.412091170441085,6.9086055467122,0.001,"HH",0.383720046632303,0.15,"Not significant","Others","No cold spot"
823,23,21,225,205,0.858574780436795,0.472509366068743,5.9884168741623,0.001,"HH",0.0161845300038918,0.889,"Not significant","Others","No cold spot"
824,24,21,235,205,0.790320261472803,0.540652742490885,4.7455276802251,0.001,"HH",0.0556510618131364,0.335,"Not significant","Others","No cold spot"
825,25,21,245,205,0.757782649016842,0.566178857585008,3.86281459323973,0.001,"HH",0.21278020281529,0.091,"Not significant","Others","No cold spot"
826,26,21,255,205,0.702833302535608,0.61566780209965,2.95129477783843,0.001,"HH",0.540591292653693,0.04,"HH","Hotspot","No cold spot"
827,27,21,265,205,0.602798145760828,0.672946203296068,1.89662774539564,0.001,"HH",1.08371326288097,0.013,"HH","Hotspot","No cold spot"
828,28,21,275,205,0.573591660178296,0.719415595052136,1.43221309116048,0.004,"HH",1.34118843017551,0.013,"HH","Hotspot","No cold spot"
829,29,21,285,205,0.495761656261703,0.610800962003818,0.723784774510774,0.008,"HH",0.603365347629529,0.014,"HH","Hotspot","No cold spot"
830,30,21,295,205,0.417917159476192,0.608648831327336,0.217965388263252,0.154,"Not significant",0.343784528806862,0.128,"Not significant","Others","No cold spot"
831,31,21,305,205,0.404902805335524,0.554798444207877,0.0433795792485956,0.737,"Not significant",0.0742602297227693,0.456,"Not significant","Others","No cold spot"
832,32,21,315,205,0.296843920037414,0.505124319175609,0.007313607419875,0.886,"Not significant",-0.0146495479667229,0.633,"Not significant","Others","No cold spot"
833,33,21,325,205,0.357040113018164,0.569701647430256,-0.0311588051402027,0.538,"Not significant",-0.00233941700258902,0.98,"Not significant","Others","No cold spot"
834,34,21,335,205,0.291470676329056,0.542372268008474,0.0228968441882533,0.711,"Not significant",0.0120948624701142,0.858,"Not significant","Others","No cold spot"
835,35,21,345,205,0.387016167745031,0.549353904984429,-0.00282346248261716,0.977,"Not significant",0.0173022574747743,0.823,"Not significant","Others","No cold spot"
836,36,21,355,205,0.401694930963717,0.572013728337754,0.0869221953235156,0.502,"Not significant",0.00830431375606935,0.955,"Not significant","Others","No cold spot"
837,37,21,365,205,0.422537384857263,0.554035183201189,0.17931180235464,0.289,"Not significant",-0.0223216045150131,0.831,"Not significant","Others","No cold spot"
838,38,21,375,205,0.429728921921844,0.499358715608599,0.200709628383672,0.25,"Not significant",0.0221586029139031,0.622,"Not significant","Others","No cold spot"
839,39,21,385,205,0.4111053523499,0.519566707259027,0.164467976159671,0.269,"Not significant",-0.0032380939995386,0.611,"Not significant","Others","No cold spot"
840,40,21,395,205,0.432742294642393,0.4963665814117,0.176314309400373,0.439,"Not significant",0.0205042081515961,0.752,"Not significant","Others","No cold spot"
841,1,22,5,215,0.717336346234,0.592161272008812,3.1299921303957,0.001,"HH",0.390036440017311,0.097,"Not significant","Others","No cold spot"
842,2,22,15,215,0.6963454404954,0.559118700772313,2.82509446370071,0.001,"HH",0.208619809411557,0.052,"Not significant","Others","No cold spot"
843,3,22,25,215,0.64736775792984,0.555656845447053,2.08234651385223,0.001,"HH",0.1667884340742,0.105,"Not significant","Others","No cold spot"
844,4,22,35,215,0.56776485525683,0.56620880993296,1.23784483863326,0.003,"HH",0.126101313551746,0.329,"Not significant","Others","No cold spot"
845,5,22,45,215,0.513020884462209,0.549242883092097,0.637256064026475,0.025,"HH",0.0533188179780576,0.512,"Not significant","Others","No cold spot"
846,6,22,55,215,0.371865228623734,0.54664479800597,0.0902679993351465,0.262,"Not significant",0.0432505246574158,0.567,"Not significant","Others","No cold spot"
847,7,22,65,215,0.310621292859402,0.555182554613106,-0.00179291371128612,0.957,"Not significant",0.0437541374724633,0.654,"Not significant","Others","No cold spot"
848,8,22,75,215,0.247005693493764,0.531321956057902,0.137130494067511,0.287,"Not significant",-0.00582246406498143,0.867,"Not significant","Others","No cold spot"
849,9,22,85,215,0.188780138934164,0.489591394556952,0.3852291992527,0.102,"Not significant",0.0681392065439048,0.327,"Not significant","Others","No cold spot"
850,10,22,95,215,0.206901184884485,0.489397068338949,0.352013959695265,0.088,"Not significant",0.103547234996459,0.155,"Not significant","Others","No cold spot"
851,11,22,105,215,0.277883548612285,0.458138732805488,0.081441930206861,0.316,"Not significant",0.174287586983295,0.283,"Not significant","Others","No cold spot"
852,12,22,115,215,0.371965261286748,0.497603267634426,0.00570509009414663,0.945,"Not significant",0.0175416605589495,0.723,"Not significant","Others","No cold spot"
853,13,22,125,215,0.461571161809387,0.567400272109028,0.340459789672193,0.143,"Not significant",0.0689074169405184,0.584,"Not significant","Others","No cold spot"
854,14,22,135,215,0.617652409873018,0.607111347232899,1.35393007789914,0.007,"HH",0.256636000918048,0.256,"Not significant","Others","No cold spot"
855,15,22,145,215,0.651548838510653,0.601841343737669,2.30940085929601,0.001,"HH",0.20408246597263,0.369,"Not significant","Others","No cold spot"
856,16,22,155,215,0.717313497095217,0.574516791554246,3.46006595246164,0.001,"HH",0.0309446419899223,0.84,"Not significant","Others","No cold spot"
857,17,22,165,215,0.78474571326719,0.448590473559067,4.69139338477681,0.001,"HH",0.074750989843431,0.672,"Not significant","Others","No cold spot"
858,18,22,175,215,0.848889275504337,0.448280381331253,5.91704436165065,0.001,"HH",0.298423055001294,0.089,"Not significant","Others","No cold spot"
859,19,22,185,215,0.905954972563584,0.305555175310503,7.26918183418613,0.001,"HH",1.43105711410611,0.015,"LL","Others","Increase quality"
860,20,22,195,215,0.951366318649415,0.295858989114555,8.20759969141137,0.001,"HH",1.95403028318683,0.001,"LL","Others","Increase quality"
861,21,22,205,215,0.922384163869978,0.27869390474137,7.7951679589607,0.001,"HH",1.87442687321041,0.003,"LL","Others","Increase quality"
862,22,22,215,215,0.881807766850403,0.409558734599508,6.81108805955305,0.001,"HH",0.568030291440515,0.031,"LL","Others","Increase quality"
863,23,22,225,215,0.813957758779042,0.514793311549283,5.45899117708903,0.001,"HH",0.00436647507504703,0.502,"Not significant","Others","No cold spot"
864,24,22,235,215,0.766677968838075,0.573107529189409,4.37176747794432,0.001,"HH",0.0875409741984552,0.526,"Not significant","Others","No cold spot"
865,25,22,245,215,0.693321294652854,0.616238711970413,3.12311811686872,0.001,"HH",0.439744480631985,0.066,"Not significant","Others","No cold spot"
866,26,22,255,215,0.644506551878522,0.653231523804857,2.23143441107853,0.001,"HH",0.9335319158121,0.007,"HH","Hotspot","No cold spot"
867,27,22,265,215,0.584307095208936,0.681710702601435,1.49145225595189,0.002,"HH",1.43302747066682,0.002,"HH","Hotspot","No cold spot"
868,28,22,275,215,0.53171017050369,0.727889318227234,0.946054423945458,0.007,"HH",1.58959797622009,0.002,"HH","Hotspot","No cold spot"
869,29,22,285,215,0.526138333073184,0.621673647544164,0.571269127484621,0.104,"Not significant",0.690661065065785,0.008,"HH","Others","No cold spot"
870,30,22,295,215,0.400111029144547,0.625363995706295,0.0952984029661483,0.445,"Not significant",0.378923903983998,0.148,"Not significant","Others","No cold spot"
871,31,22,305,215,0.286998688538917,0.540904991434504,0.00361686650316605,0.962,"Not significant",0.0529454777981606,0.387,"Not significant","Others","No cold spot"
872,32,22,315,215,0.326839419747498,0.513109535849499,-0.000535833041998261,0.571,"Not significant",-0.00512910829894588,0.61,"Not significant","Others","No cold spot"
873,33,22,325,215,0.256117315358996,0.518518908634985,0.085164736776485,0.471,"Not significant",0.000817174859434393,0.826,"Not significant","Others","No cold spot"
874,34,22,335,215,0.301099269195089,0.531219652987724,0.0240949357087745,0.589,"Not significant",0.0107414183586037,0.778,"Not significant","Others","No cold spot"
875,35,22,345,215,0.322148133592681,0.556331246179522,0.000932464878470598,0.888,"Not significant",0.0314166974529282,0.739,"Not significant","Others","No cold spot"
876,36,22,355,215,0.38286493620641,0.549211982861156,0.0150787484634765,0.869,"Not significant",0.0117748759362224,0.893,"Not significant","Others","No cold spot"
877,37,22,365,215,0.346568874600444,0.4420796453369,0.0101048098420029,0.775,"Not significant",-0.0222127815348716,0.921,"Not significant","Others","No cold spot"
878,38,22,375,215,0.345737781432724,0.488646884317138,-0.00408254569392542,0.9,"Not significant",0.0434167548901865,0.532,"Not significant","Others","No cold spot"
879,39,22,385,215,0.281915880007067,0.465510961245152,0.023933457022094,0.736,"Not significant",0.0953579175281452,0.455,"Not significant","Others","No cold spot"
880,40,22,395,215,0.265251027957629,0.519236417456513,0.0559776883272153,0.697,"Not significant",-0.00538158450068077,0.404,"Not significant","Others","No cold spot"
881,1,23,5,225,0.655682247183793,0.589129288729824,2.52606442258242,0.001,"HH",0.39378995955599,0.092,"Not significant","Others","No cold spot"
882,2,23,15,225,0.637396921343658,0.638586319654764,2.21585402702251,0.001,"HH",0.559840155886839,0.068,"Not significant","Others","No cold spot"
883,3,23,25,225,0.595569249916666,0.59041235912609,1.68627714855527,0.001,"HH",0.264266704531655,0.165,"Not significant","Others","No cold spot"
884,4,23,35,225,0.528849960158531,0.538148409325128,1.00667800100104,0.003,"HH",0.0518688546922197,0.325,"Not significant","Others","No cold spot"
885,5,23,45,225,0.46662097848963,0.485288112671868,0.529861217246688,0.022,"HH",-0.0662665136348475,0.412,"Not significant","Others","No cold spot"
886,6,23,55,225,0.451184347880459,0.526343739953277,0.309615762288309,0.128,"Not significant",0.0181064832059284,0.451,"Not significant","Others","No cold spot"
887,7,23,65,225,0.446054463347179,0.559182091642333,0.0912066933400929,0.664,"Not significant",0.0797796369747268,0.446,"Not significant","Others","No cold spot"
888,8,23,75,225,0.278593941819486,0.531852317281544,0.0217733428635076,0.794,"Not significant",0.0199606533493831,0.605,"Not significant","Others","No cold spot"
889,9,23,85,225,0.225493050374906,0.547332243533229,0.189059146309279,0.261,"Not significant",-0.0100930534909714,0.891,"Not significant","Others","No cold spot"
890,10,23,95,225,0.226348840428235,0.47273281733891,0.233262382804189,0.16,"Not significant",0.0344586945682122,0.772,"Not significant","Others","No cold spot"
891,11,23,105,225,0.215975088186265,0.494827320321209,0.154436515597126,0.441,"Not significant",0.0243696791874304,0.652,"Not significant","Others","No cold spot"
892,12,23,115,225,0.351421205257744,0.468555949453367,0.00572434250251409,0.878,"Not significant",0.0145599253741799,0.891,"Not significant","Others","No cold spot"
893,13,23,125,225,0.410784362594766,0.510953166612182,0.233777718447773,0.108,"Not significant",-0.0105735929343252,0.54,"Not significant","Others","No cold spot"
894,14,23,135,225,0.531798897093915,0.625228765869424,0.962889219142012,0.003,"HH",0.211792181142046,0.412,"Not significant","Others","No cold spot"
895,15,23,145,225,0.638206344896016,0.568078565970356,1.98624821814394,0.001,"HH",0.163628115890871,0.196,"Not significant","Others","No cold spot"
896,16,23,155,225,0.708837403268152,0.515084782370493,3.02834179023914,0.001,"HH",-0.00200073478055651,0.711,"Not significant","Others","No cold spot"
897,17,23,165,225,0.738557207779544,0.459133779145984,3.89074102704708,0.001,"HH",0.0603188663875382,0.694,"Not significant","Others","No cold spot"
898,18,23,175,225,0.793045045584483,0.464629864655926,4.9740270599346,0.001,"HH",0.254630462580019,0.049,"LL","Others","Increase quality"
899,19,23,185,225,0.836587853934621,0.395044007217775,5.91997004679526,0.001,"HH",0.848998862745155,0.006,"LL","Others","Increase quality"
900,20,23,195,225,0.859444807296591,0.354799416237462,6.53828655173226,0.001,"HH",1.37509906775806,0.002,"LL","Others","Increase quality"
901,21,23,205,225,0.897374576288583,0.36411146255927,6.92996715455382,0.001,"HH",1.11352483591736,0.004,"LL","Others","Increase quality"
902,22,23,215,225,0.843900505319558,0.421835902693867,5.93368632729097,0.001,"HH",0.35803107313947,0.145,"Not significant","Others","No cold spot"
903,23,23,225,225,0.799674991437034,0.500059591343035,4.93375075496147,0.001,"HH",-0.000987212738787539,0.984,"Not significant","Others","No cold spot"
904,24,23,235,225,0.75048837768714,0.537854357486928,3.80344743313009,0.001,"HH",0.078008585745136,0.147,"Not significant","Others","No cold spot"
905,25,23,245,225,0.660314120574663,0.626276301849048,2.46566420911413,0.001,"HH",0.641946943733461,0.019,"HH","Hotspot","No cold spot"
906,26,23,255,225,0.549580078098015,0.695891326977042,1.30541763284279,0.001,"HH",1.42680551545663,0.003,"HH","Hotspot","No cold spot"
907,27,23,265,225,0.541713756389389,0.699934437515295,0.947336724845283,0.012,"HH",1.62814733644472,0.001,"HH","Hotspot","No cold spot"
908,28,23,275,225,0.509852884371001,0.669085533557157,0.575941066341707,0.054,"Not significant",1.24815268335575,0.003,"HH","Others","No cold spot"
909,29,23,285,225,0.406498436764664,0.602247993519097,0.122575442209524,0.371,"Not significant",0.528613660850836,0.019,"HH","Others","No cold spot"
910,30,23,295,225,0.286812280993226,0.573428134241943,0.00787189893727451,0.915,"Not significant",0.202510284068996,0.159,"Not significant","Others","No cold spot"
911,31,23,305,225,0.242334230286203,0.554760330523217,0.136430522008638,0.34,"Not significant",0.0461499168938064,0.644,"Not significant","Others","No cold spot"
912,32,23,315,225,0.202018320611548,0.540541690415202,0.29956966645458,0.145,"Not significant",-0.0174210772132508,0.795,"Not significant","Others","No cold spot"
913,33,23,325,225,0.21568792910584,0.54136549692204,0.284388837836551,0.131,"Not significant",-0.04064531185856,0.522,"Not significant","Others","No cold spot"
914,34,23,335,225,0.189779640270915,0.490553139644953,0.28945715032299,0.219,"Not significant",0.0454316583896836,0.486,"Not significant","Others","No cold spot"
915,35,23,345,225,0.252581457417982,0.485706636039023,0.11068635910413,0.39,"Not significant",0.0310323702293242,0.714,"Not significant","Others","No cold spot"
916,36,23,355,225,0.324256561568565,0.538835426028471,0.00295222074905224,0.394,"Not significant",-0.0404065420637295,0.471,"Not significant","Others","No cold spot"
917,37,23,365,225,0.247911511899275,0.495146200734389,0.0993836172617593,0.458,"Not significant",0.0365053022893403,0.507,"Not significant","Others","No cold spot"
918,38,23,375,225,0.232059713607184,0.485276850062681,0.17454710094718,0.284,"Not significant",0.0908519627679808,0.273,"Not significant","Others","No cold spot"
919,39,23,385,225,0.164203681395853,0.447474348845034,0.361872207382282,0.177,"Not significant",0.232569636063191,0.191,"Not significant","Others","No cold spot"
920,40,23,395,225,0.138629253285996,0.403443635357543,0.487727730894606,0.236,"Not significant",0.423988592617179,0.247,"Not significant","Others","No cold spot"
921,1,24,5,235,0.629784395328931,0.696951233508718,2.12406252538668,0.001,"HH",1.13709696794591,0.047,"HH","Hotspot","No cold spot"
922,2,24,15,235,0.647300198330999,0.616500731957434,2.0889102435254,0.001,"HH",0.616569510521194,0.017,"HH","Hotspot","No cold spot"
923,3,24,25,235,0.542264732422705,0.634866454532175,1.30762835947012,0.001,"HH",0.451768110248437,0.139,"Not significant","Others","No cold spot"
924,4,24,35,235,0.559829492236881,0.574332072900072,1.09385622136471,0.006,"HH",0.169856017385562,0.266,"Not significant","Others","No cold spot"
925,5,24,45,235,0.477190597769562,0.556528269074522,0.566641001344778,0.025,"HH",0.0976689063993108,0.319,"Not significant","Others","No cold spot"
926,6,24,55,235,0.47727641722198,0.593783098953675,0.417167292062087,0.085,"Not significant",0.209447754793505,0.297,"Not significant","Others","No cold spot"
927,7,24,65,235,0.425280983911732,0.592298067556222,0.135438011268257,0.402,"Not significant",0.194889924494717,0.286,"Not significant","Others","No cold spot"
928,8,24,75,235,0.318120748768507,0.547759447967933,-0.000364634994750521,0.986,"Not significant",0.063349230282985,0.416,"Not significant","Others","No cold spot"
929,9,24,85,235,0.287426194984001,0.521488586842123,0.0652587273486991,0.329,"Not significant",0.00126070382309274,0.909,"Not significant","Others","No cold spot"
930,10,24,95,235,0.193267654466545,0.503073653417786,0.314609852125694,0.148,"Not significant",0.0044911256613948,0.908,"Not significant","Others","No cold spot"
931,11,24,105,235,0.188475858412523,0.517053294311727,0.28215475164691,0.22,"Not significant",0.000118985457023784,0.797,"Not significant","Others","No cold spot"
932,12,24,115,235,0.298554789464002,0.567024653349087,0.0251352511894249,0.585,"Not significant",-0.055201426435244,0.654,"Not significant","Others","No cold spot"
933,13,24,125,235,0.465796240456369,0.479690998827033,0.118730837481753,0.624,"Not significant",-0.0264892230789092,0.808,"Not significant","Others","No cold spot"
934,14,24,135,235,0.491057623207037,0.579555058543173,0.474735077206667,0.086,"Not significant",0.0388764240716227,0.807,"Not significant","Others","No cold spot"
935,15,24,145,235,0.532339376950761,0.519506553208724,0.991454708327198,0.007,"HH",0.00499610182468088,0.403,"Not significant","Others","No cold spot"
936,16,24,155,235,0.613982464669914,0.601195991805889,1.84794246154086,0.001,"HH",0.0134607467744204,0.958,"Not significant","Others","No cold spot"
937,17,24,165,235,0.735934824800218,0.505608949207036,3.21151738469627,0.001,"HH",0.0105156692369435,0.703,"Not significant","Others","No cold spot"
938,18,24,175,235,0.748355754158692,0.423135753315757,3.87066299278047,0.001,"HH",0.243466369704841,0.331,"Not significant","Others","No cold spot"
939,19,24,185,235,0.783651245169845,0.421300627835936,4.69720764396626,0.001,"HH",0.404349041341845,0.1,"Not significant","Others","No cold spot"
940,20,24,195,235,0.826271538303164,0.37468765986457,5.42217547370782,0.001,"HH",0.664589317297638,0.07,"Not significant","Others","No cold spot"
941,21,24,205,235,0.827862199259456,0.423773263438505,5.51236941424552,0.001,"HH",0.387260534867465,0.113,"Not significant","Others","No cold spot"
942,22,24,215,235,0.792874192382635,0.48010469336301,4.82730795553632,0.001,"HH",0.0342368271702675,0.738,"Not significant","Others","No cold spot"
943,23,24,225,235,0.732406034380041,0.599831361936894,3.70919277372671,0.001,"HH",0.171464474805462,0.422,"Not significant","Others","No cold spot"
